Row ID,Order Date,Ship Date,Country,State,Postal Code,Region,Catedory,Sub-Category,Product name,Sales,Quantity,Discount,Profit
94,07/11/2019,11/11/2019,México,Guanajuato,98115,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.687999999999999
95,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324
96,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.951999999999,8,0.4,-1359.9920000000002
97,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347
98,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858
99,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136
100,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849
101,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985
102,14/09/2021,19/09/2021,México,Durango,60623,North,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12
103,14/09/2021,19/09/2021,México,Durango,60623,North,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.5520000000000005
104,21/04/2020,25/04/2020,México,Baja California Sur,77036,North,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16
105,21/11/2018,23/11/2018,México,Colima,43055,West,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.80199999999996,7,0.3,-11.3372
106,21/11/2018,23/11/2018,México,Colima,43055,West,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715
107,15/12/2018,19/12/2018,México,Yucatán,10009,East,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.4104
108,05/12/2021,09/12/2021,México,Durango,62521,North,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612
109,05/12/2021,09/12/2021,México,Durango,62521,North,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395
110,19/11/2021,24/11/2021,México,Aguascalientes,71203,West,Technology,Phones,AT&T TR1909W,503.96,4,0.0,131.0296
111,19/11/2021,24/11/2021,México,Aguascalientes,71203,West,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0.0,41.986000000000004
112,19/11/2021,24/11/2021,México,Aguascalientes,71203,West,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,0.0,7.25
113,16/07/2019,22/07/2019,México,Baja California Sur,75051,North,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224000000000004,3,0.2,3.7224
114,16/07/2019,22/07/2019,México,Baja California Sur,75051,North,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,0.2,6.255
115,12/10/2018,14/10/2018,México,Yucatán,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.1360000000001,4,0.2,112.39200000000001
116,12/10/2018,14/10/2018,México,Yucatán,10035,East,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0.0,20.0928
117,12/10/2018,14/10/2018,México,Yucatán,10035,East,Office Supplies,Paper,Xerox 205,51.84,8,0.0,24.8832
118,12/10/2018,14/10/2018,México,Yucatán,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
119,12/10/2018,14/10/2018,México,Yucatán,10035,East,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567
120,21/03/2021,25/03/2021,México,Colima,45011,West,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.4079999999999995,2,0.2,1.2038
121,21/03/2021,25/03/2021,México,Colima,45011,West,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.047999999999999,3,0.2,1.5876
122,06/07/2020,13/07/2020,México,Guerrero,19120,West,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586
123,06/07/2020,13/07/2020,México,Guerrero,19120,West,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.055999999999997,3,0.2,5.8203
124,24/06/2020,29/06/2020,México,Colima,44312,West,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3,0.2,6.795
125,03/08/2021,05/08/2021,México,Chiapas,80219,East,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875
126,03/08/2021,05/08/2021,México,Chiapas,80219,East,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925
127,17/12/2020,21/12/2020,México,Baja California Sur,75220,North,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.28399999999999,2,0.8,-178.9668
128,03/06/2020,07/06/2020,México,Morelos,37064,Center,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
129,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,0.0,5.8744
130,01/12/2020,07/12/2020,México,Verracruz,48601,,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0.0,35.6346
131,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0.0,7.4824
132,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0.0,16.2099
133,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0.0,3.6796
134,09/02/2018,13/02/2018,México,Baja California Sur,75220,North,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5
135,02/01/2018,09/01/2018,México,Colima,44256,West,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88
136,02/01/2018,09/01/2018,México,Colima,44256,West,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.32299999999998
137,02/01/2018,09/01/2018,México,Colima,44256,West,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958
138,02/01/2018,09/01/2018,México,Colima,44256,West,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4
139,02/01/2018,09/01/2018,México,Colima,44256,West,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792
140,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148
141,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302
142,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432
143,24/12/2018,27/12/2018,México,Colima,43017,West,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
144,24/12/2018,27/12/2018,México,Colima,43017,West,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.98800000000006,4,0.7,-383.9904
145,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168000000000003,2,0.2,2.7168
146,09/08/2018,16/08/2018,México,Verracruz,48227,,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.968
147,09/08/2018,16/08/2018,México,Verracruz,48227,,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939
148,09/08/2018,16/08/2018,México,Verracruz,48227,,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0.0,0.2198
149,28/02/2018,04/03/2018,México,Morelos,38401,Center,Furniture,Chairs,Global Low Back Tilter Chair,161.56799999999998,2,0.2,-28.2744
150,28/02/2018,04/03/2018,México,Morelos,38401,Center,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.69599999999997,8,0.2,43.8408
151,13/09/2021,21/09/2021,México,Nayarit,28205,West,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432
152,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.04799999999999
153,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458
154,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.327999999999999,2,0.7,-3.552
155,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0.0
156,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,3,0.2,-7.7247
157,04/06/2019,09/06/2019,México,Durango,60610,North,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.396
158,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728
159,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Furnishings,Staple-based wall hangings,11.687999999999999,3,0.6,-4.6752
160,04/06/2019,09/06/2019,México,Durango,60610,North,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944
161,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.51299999999999
162,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308
163,04/06/2019,09/06/2019,México,Durango,60610,North,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.4079999999999995,2,0.2,1.2038
164,01/06/2021,06/06/2021,México,Baja California,55044,North,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0.0,580.5394
165,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68
166,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0.0,23.94
167,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0.0,496.0725
168,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Paper,Xerox 205,25.92,4,0.0,12.4416
169,10/12/2019,13/12/2019,México,Yucatán,10024,East,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.5624
170,10/12/2019,13/12/2019,México,Yucatán,10024,East,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864
171,28/11/2018,04/12/2018,México,Durango,60623,North,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924
172,28/11/2018,04/12/2018,México,Durango,60623,North,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624
173,28/11/2018,04/12/2018,México,Durango,60623,North,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.044
174,28/11/2018,04/12/2018,México,Durango,60623,North,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904,6,0.2,56.6916
175,01/12/2020,03/12/2020,México,Yucatán,10009,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0.0,6.9258
176,01/12/2020,03/12/2020,México,Yucatán,10009,East,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,0.0,6.6465
177,01/12/2020,03/12/2020,México,Yucatán,10009,East,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,6.132000000000001
178,08/06/2020,12/06/2020,México,Baja California Sur,77506,North,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2,0.8,-4.466
