BrandName;ClassName;Manufacturer;ProductDescription;ProductKey;ProductName;ProductSubcategoryKey;UnitCost;UnitPrice
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in;1033;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure;23;88,79;268
A. Datum;Regular;A. Datum Corporation;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;954;A. Datum Bridge Digital Camera M300 Black;23;85,95;186,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;968;A. Datum Bridge Digital Camera M300 Grey;23;85,95;186,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;982;A. Datum Bridge Digital Camera M300 Pink;23;85,95;186,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;996;A. Datum Bridge Digital Camera M300 Silver;23;85,95;186,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;1010;A. Datum Bridge Digital Camera M300 Orange;23;85,95;186,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;1024;A. Datum Bridge Digital Camera M300 Green;23;85,95;186,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;1038;A. Datum Bridge Digital Camera M300 Azure;23;85,95;186,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;955;A. Datum SLR-like Digital Camera M400 Black;23;90,55;196,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;969;A. Datum SLR-like Digital Camera M400 Grey;23;90,55;196,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;983;A. Datum SLR-like Digital Camera M400 Pink;23;90,55;196,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;997;A. Datum SLR-like Digital Camera M400 Silver;23;90,55;196,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;1011;A. Datum SLR-like Digital Camera M400 Orange;23;90,55;196,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;1025;A. Datum SLR-like Digital Camera M400 Green;23;90,55;196,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;1039;A. Datum SLR-like Digital Camera M400 Azure;23;90,55;196,9
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;962;A. Datum All in One Digital Camera M200 Grey;23;86,45;188
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;976;A. Datum All in One Digital Camera M200 Pink;23;86,45;188
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;990;A. Datum All in One Digital Camera M200 Silver;23;86,45;188
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;1004;A. Datum All in One Digital Camera M200 Orange;23;86,45;188
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;1018;A. Datum All in One Digital Camera M200 Green;23;86,45;188
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;1032;A. Datum All in One Digital Camera M200 Azure;23;86,45;188
A. Datum;Regular;A. Datum Corporation;Digital camera, Product Type Digital camera - compact, Dimensions. 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;948;A. Datum All in One Digital Camera M200 Black;23;86,45;188
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in . Weight 5.3 oz;967;A. Datum Advanced Digital Camera M300 Grey;23;86,68;188,5
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;953;A. Datum Advanced Digital Camera M300 Black;23;86,68;188,5
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;981;A. Datum Advanced Digital Camera M300 Pink;23;86,68;188,5
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;995;A. Datum Advanced Digital Camera M300 Silver;23;86,68;188,5
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;1009;A. Datum Advanced Digital Camera M300 Orange;23;86,68;188,5
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;1023;A. Datum Advanced Digital Camera M300 Green;23;86,68;188,5
A. Datum;Regular;A. Datum Corporation;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;1037;A. Datum Advanced Digital Camera M300 Azure;23;86,68;188,5
A. Datum;Regular;A. Datum Corporation;Dynamic integrated dust reduction system;1056;A. Datum SLR Camera X138 Silver Grey;24;207,74;627
A. Datum;Regular;A. Datum Corporation;Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;1052;A. Datum SLR Camera X137 Grey;24;207,74;627
A. Datum;Regular;A. Datum Corporation;Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;1057;"A. Datum SLR Camera 35"" X358 Silver Grey";24;194,82;588
A. Datum;Regular;A. Datum Corporation;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;956;A. Datum Point Shoot Digital Camera M500 Black;23;91,05;198
A. Datum;Regular;A. Datum Corporation;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;970;A. Datum Point n' Shoot Digital Camera M500 Grey;23;91,05;198
A. Datum;Regular;A. Datum Corporation;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;984;A. Datum Point Shoot Digital Camera M500 Pink;23;91,05;198
A. Datum;Regular;A. Datum Corporation;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;998;A. Datum Point Shoot Digital Camera M500 Silver;23;91,05;198
A. Datum;Regular;A. Datum Corporation;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;1012;A. Datum Point Shoot Digital Camera M500 Orange;23;91,05;198
A. Datum;Regular;A. Datum Corporation;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;1026;A. Datum Point Shoot Digital Camera M500 Green;23;91,05;198
A. Datum;Regular;A. Datum Corporation;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;1040;A. Datum Point n' Shoot Digital Camera M500 Azure;23;91,05;198
A. Datum;Regular;A. Datum Corporation;On-screen autofocus with live view displays subjects in focus on the LCD the instant the shutter is pressed halfway;1044;A. Datum SLR Camera X135 Black;24;207,74;627
A. Datum;Regular;A. Datum Corporation;Optical zoom 2.7in LCD digital camera, 100kgf;1043;A. Datum Full Frame Digital Camera X300 Silver Grey;23;76,53;231
A. Datum;Regular;A. Datum Corporation;Powerful megapixel live-MOS sensor;1049;"A. Datum SLR Camera 35"" X358 Silver";24;194,82;588
A. Datum;Regular;A. Datum Corporation;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;952;A. Datum Consumer Digital Camera M300 Black;23;84,84;184,5
A. Datum;Regular;A. Datum Corporation;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;966;A. Datum Consumer Digital Camera M300 Grey;23;84,84;184,5
A. Datum;Regular;A. Datum Corporation;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;980;A. Datum Consumer Digital Camera M300 Pink;23;84,84;184,5
A. Datum;Regular;A. Datum Corporation;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;994;A. Datum Consumer Digital Camera M300 Silver;23;84,84;184,5
A. Datum;Regular;A. Datum Corporation;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;1008;A. Datum Consumer Digital Camera M300 Orange;23;84,84;184,5
A. Datum;Regular;A. Datum Corporation;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;1022;A. Datum Consumer Digital Camera M300 Green;23;84,84;184,5
A. Datum;Regular;A. Datum Corporation;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;1036;A. Datum Consumer Digital Camera M300 Azure;23;84,84;184,5
A. Datum;Regular;A. Datum Corporation;Shoot at up to 2.5 frames per second, capturing high-quality action sequences of children in sporting activities such as soccer;1053;"A. Datum SLR Camera 35"" X358 Grey";24;194,82;588
Adventure Works;Deluxe;Adventure Works;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;416;Adventure Works Desktop PC2.33 XD233 Silver;17;321,05;969
Adventure Works;Deluxe;Adventure Works;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;422;Adventure Works Desktop PC2.33 XD233 Black;17;321,05;969
Adventure Works;Deluxe;Adventure Works;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;428;Adventure Works Desktop PC2.33 XD233 Brown;17;321,05;969
Adventure Works;Deluxe;Adventure Works;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;433;Adventure Works Desktop PC2.33 XD233 White;17;321,05;969
Adventure Works;Deluxe;Adventure Works;24 Inch HD display, 160° horizontal and vertical viewing angles;489;Adventure Works LCD24 X300 Black;18;271,35;819
Adventure Works;Deluxe;Adventure Works;24 inches HD display, 160° horizontal and vertical viewing angles;503;Adventure Works LCD24 X300 White;18;271,35;819
Adventure Works;Deluxe;Adventure Works;24 inches widescreen HD display, 1920 x 1200 maximum resolutions;504;Adventure Works LCD24W X300 White;18;287,92;869
Adventure Works;Deluxe;Adventure Works;24 widescreen HD display, 1920 x 1200 maximum resolutions;490;Adventure Works LCD24W X300 Black;18;287,92;869
Adventure Works;Deluxe;Adventure Works;320 GB hard drive, 4 GB RAM 19-inches LCD;362;Adventure Works Laptop19 X1900 Black;15;430,38;1299
Adventure Works;Deluxe;Adventure Works;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;368;Adventure Works Laptop19W X1980 White;15;430,38;1299
Adventure Works;Deluxe;Adventure Works;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;374;Adventure Works Laptop19W X1980 Silver;15;430,38;1299
Adventure Works;Deluxe;Adventure Works;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;380;Adventure Works Laptop19W X1980 Red;15;430,38;1299
Adventure Works;Deluxe;Adventure Works;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;386;Adventure Works Laptop19W X1980 Blue;15;430,38;1299
Adventure Works;Deluxe;Adventure Works;52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;161;"Adventure Works 52"" LCD HDTV X790W Silver";9;527,53;1592,2
Adventure Works;Deluxe;Adventure Works;52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;162;"Adventure Works 52"" LCD HDTV X790W Black";9;527,53;1592,2
Adventure Works;Deluxe;Adventure Works;52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;163;"Adventure Works 52"" LCD HDTV X790W White";9;527,53;1592,2
Adventure Works;Deluxe;Adventure Works;52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel;164;"Adventure Works 52"" LCD HDTV X790W Brown";9;527,53;1592,2
Adventure Works;Deluxe;Adventure Works;52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;145;"Adventure Works 52"" LCD HDTV X590 Silver";9;960,82;2899,99
Adventure Works;Deluxe;Adventure Works;52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;146;"Adventure Works 52"" LCD HDTV X590 Black";9;960,82;2899,99
Adventure Works;Deluxe;Adventure Works;52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;147;"Adventure Works 52"" LCD HDTV X590 White";9;960,82;2899,99
Adventure Works;Deluxe;Adventure Works;52'' 1080p 240Hz LCD HDTV, Four HDMI, two component, one PC, and two composite video inputs;148;"Adventure Works 52"" LCD HDTV X590 Brown";9;960,82;2899,99
