Order ID,Order Date,Ship Date,Country,State,Postal Code,Region,Catedory,Sub-Category,Product name,Sales,Quantity,Discount,Profit,Unnamed: 14,Unnamed: 15,Unnamed: 16
62,13/11/2018,17/11/2018,México,Chiapas,80013,East,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758,,,
63,13/11/2018,17/11/2018,México,Chiapas,80013,East,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,,,
64,13/11/2018,17/11/2018,México,Chiapas,80013,East,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174,,,
65,23/11/2020,28/11/2020,México,Nayarit,28205,West,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016,,,
66,23/11/2020,28/11/2020,México,Nayarit,28205,West,Technology,Phones,Speck Products Candyshell Flip Case,27.991999999999997,1,0.2,2.0994,,,
67,23/11/2020,28/11/2020,México,Nayarit,28205,West,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,,,
68,15/10/2018,20/10/2018,México,Durango,60462,North,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992,,,
69,25/12/2020,30/12/2020,México,Yucatán,10035,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,,,
70,03/11/2019,10/11/2019,México,San Luis Potosi,50322,North,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.788,,,
71,03/11/2019,10/11/2019,México,San Luis Potosi,50322,North,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0.0,13.3476,,,
72,25/08/2021,27/08/2021,México,Colima,43229,West,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,,,
73,25/08/2021,27/08/2021,México,Colima,43229,West,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652,,,
74,25/08/2021,27/08/2021,México,Colima,43229,West,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925,,,
75,25/08/2021,27/08/2021,México,Colima,43229,West,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316,,,
76,02/03/2018,06/03/2018,México,Guanajuato,98103,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813,,,
77,05/04/2018,10/04/2018,México,Morelos,37620,Center,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.79399999999998,1,0.7,-115.7156,,,
78,26/12/2021,28/12/2021,México,Baja California Sur,77041,North,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794,,,
79,20/09/2021,25/09/2021,México,Durango,61701,North,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.68199999999996,,,
80,05/11/2020,12/11/2020,México,Nuevo León,85023,North,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308,,,
81,05/11/2020,12/11/2020,México,Nuevo León,85023,North,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99200000000002,7,0.2,30.499000000000002,,,
82,02/02/2020,05/02/2020,México,Colima,43229,West,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994000000000002,,,
83,02/02/2020,05/02/2020,México,Colima,43229,West,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364,,,
84,02/02/2020,05/02/2020,México,Colima,43229,West,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732,,,
85,05/09/2019,07/09/2019,México,Guerrero,19140,West,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35,,,
86,22/10/2021,28/10/2021,México,Colima,43055,West,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.88799999999999,4,0.2,12.9096,,,
87,13/03/2019,16/03/2019,México,Nuevo León,85254,North,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766,,,
88,13/03/2019,16/03/2019,México,Nuevo León,85254,North,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18400000000003,2,0.2,15.2388,,,
89,28/05/2018,03/06/2018,México,Guanajuato,98105,West,Office Supplies,Art,Newell 311,6.63,3,0.0,1.7901,,,
90,01/03/2021,06/03/2021,México,Guanajuato,98115,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.56800000000004,2,0.2,51.4764,,,
91,20/11/2019,24/11/2019,México,Sonora,73034,North,Office Supplies,Labels,Avery 519,14.62,2,0.0,6.8714,,,
92,20/11/2019,24/11/2019,México,Sonora,73034,North,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0.0,236.2325,,,
93,28/12/2018,31/12/2018,México,Guerrero,19134,West,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38399999999999,2,0.2,1.3596,,,
94,16/11/2019,20/11/2019,México,Quintana Roo,88220,East,Office Supplies,Envelopes,Staple envelope,28.4,5,0.0,13.347999999999999,,,
95,07/11/2019,11/11/2019,México,Guanajuato,98115,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.687999999999999,,,
96,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324,,,
97,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.951999999999,8,0.4,-1359.9920000000002,,,
98,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347,,,
99,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858,,,
100,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136,,,
101,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849,,,
102,08/09/2021,12/09/2021,México,Baja California Sur,78207,North,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985,,,
103,14/09/2021,19/09/2021,México,Durango,60623,North,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12,,,
104,14/09/2021,19/09/2021,México,Durango,60623,North,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.5520000000000005,,,
105,21/04/2020,25/04/2020,México,Baja California Sur,77036,North,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16,,,
106,21/11/2018,23/11/2018,México,Colima,43055,West,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.80199999999996,7,0.3,-11.3372,,,
107,21/11/2018,23/11/2018,México,Colima,43055,West,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715,,,
108,15/12/2018,19/12/2018,México,Yucatán,10009,East,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.4104,,,
109,05/12/2021,09/12/2021,México,Durango,62521,North,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612,,,
110,05/12/2021,09/12/2021,México,Durango,62521,North,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,,,
111,19/11/2021,24/11/2021,México,Aguascalientes,71203,West,Technology,Phones,AT&T TR1909W,503.96,4,0.0,131.0296,,,
112,19/11/2021,24/11/2021,México,Aguascalientes,71203,West,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0.0,41.986000000000004,,,
113,19/11/2021,24/11/2021,México,Aguascalientes,71203,West,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,0.0,7.25,,,
114,16/07/2019,22/07/2019,México,Baja California Sur,75051,North,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224000000000004,3,0.2,3.7224,,,
115,16/07/2019,22/07/2019,México,Baja California Sur,75051,North,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,0.2,6.255,,,
116,12/10/2018,14/10/2018,México,Yucatán,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.1360000000001,4,0.2,112.39200000000001,,,
117,12/10/2018,14/10/2018,México,Yucatán,10035,East,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0.0,20.0928,,,
118,12/10/2018,14/10/2018,México,Yucatán,10035,East,Office Supplies,Paper,Xerox 205,51.84,8,0.0,24.8832,,,
119,12/10/2018,14/10/2018,México,Yucatán,10035,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764,,,
120,12/10/2018,14/10/2018,México,Yucatán,10035,East,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567,,,
121,21/03/2021,25/03/2021,México,Colima,45011,West,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.4079999999999995,2,0.2,1.2038,,,
122,21/03/2021,25/03/2021,México,Colima,45011,West,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.047999999999999,3,0.2,1.5876,,,
123,06/07/2020,13/07/2020,México,Guerrero,19120,West,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586,,,
124,06/07/2020,13/07/2020,México,Guerrero,19120,West,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.055999999999997,3,0.2,5.8203,,,
125,24/06/2020,29/06/2020,México,Colima,44312,West,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3,0.2,6.795,,,
126,03/08/2021,05/08/2021,México,Chiapas,80219,East,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,,,
127,03/08/2021,05/08/2021,México,Chiapas,80219,East,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925,,,
128,17/12/2020,21/12/2020,México,Baja California Sur,75220,North,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.28399999999999,2,0.8,-178.9668,,,
129,03/06/2020,07/06/2020,México,Morelos,37064,Center,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712,,,
130,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,0.0,5.8744,,,
131,01/12/2020,07/12/2020,México,Verracruz,48601,,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0.0,35.6346,,,
132,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0.0,7.4824,,,
133,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0.0,16.2099,,,
134,01/12/2020,07/12/2020,México,Verracruz,48601,,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0.0,3.6796,,,
135,09/02/2018,13/02/2018,México,Baja California Sur,75220,North,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5,,,
136,02/01/2018,09/01/2018,México,Colima,44256,West,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88,,,
137,02/01/2018,09/01/2018,México,Colima,44256,West,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.32299999999998,,,
138,02/01/2018,09/01/2018,México,Colima,44256,West,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958,,,
139,02/01/2018,09/01/2018,México,Colima,44256,West,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4,,,
140,02/01/2018,09/01/2018,México,Colima,44256,West,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792,,,
141,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148,,,
142,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302,,,
143,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432,,,
144,24/12/2018,27/12/2018,México,Colima,43017,West,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848,,,
145,24/12/2018,27/12/2018,México,Colima,43017,West,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.98800000000006,4,0.7,-383.9904,,,
146,24/12/2018,27/12/2018,México,Colima,43017,West,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168000000000003,2,0.2,2.7168,,,
147,09/08/2018,16/08/2018,México,Verracruz,48227,,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.968,,,
148,09/08/2018,16/08/2018,México,Verracruz,48227,,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0.0,136.939,,,
149,09/08/2018,16/08/2018,México,Verracruz,48227,,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0.0,0.2198,,,
150,28/02/2018,04/03/2018,México,Morelos,38401,Center,Furniture,Chairs,Global Low Back Tilter Chair,161.56799999999998,2,0.2,-28.2744,,,
151,28/02/2018,04/03/2018,México,Morelos,38401,Center,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.69599999999997,8,0.2,43.8408,,,
152,13/09/2021,21/09/2021,México,Nayarit,28205,West,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432,,,
153,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.04799999999999,,,
154,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458,,,
155,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.327999999999999,2,0.7,-3.552,,,
156,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0.0,,,
157,07/04/2020,12/04/2020,México,Oaxaca,33614,East,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,3,0.2,-7.7247,,,
158,04/06/2019,09/06/2019,México,Durango,60610,North,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.396,,,
159,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728,,,
160,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Furnishings,Staple-based wall hangings,11.687999999999999,3,0.6,-4.6752,,,
161,04/06/2019,09/06/2019,México,Durango,60610,North,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944,,,
162,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.51299999999999,,,
163,04/06/2019,09/06/2019,México,Durango,60610,North,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308,,,
164,04/06/2019,09/06/2019,México,Durango,60610,North,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.4079999999999995,2,0.2,1.2038,,,
165,01/06/2021,06/06/2021,México,Baja California,55044,North,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0.0,580.5394,,,
166,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68,,,
167,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0.0,23.94,,,
168,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0.0,496.0725,,,
169,01/06/2021,06/06/2021,México,Baja California,55044,North,Office Supplies,Paper,Xerox 205,25.92,4,0.0,12.4416,,,
170,10/12/2019,13/12/2019,México,Yucatán,10024,East,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.5624,,,
171,10/12/2019,13/12/2019,México,Yucatán,10024,East,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864,,,
172,28/11/2018,04/12/2018,México,Durango,60623,North,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924,,,
